Student;yes
Student;yes
Student;yes
Student;yes
Student;no
Student;yes
Student;yes
Student;yes
Lehrkraft;no
Student;yes
Student;yes
Student;yes
Student;yes
Lehrkraft;yes
Weder noch;no
Lehrkraft;yes
Student;yes
Student;yes
Weder noch;no
Student;yes
